"subject","rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","responses","key_press","group","native","AOL","LearnType1","LearnType2","LearnType3","LearnType4","LearnType5","LearnType6","which","AOA","timespent","audiostim","audiogiven","pic_choices","leftpic","rightpic","correct","vowelcontrast","lge"
"90gm","779","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",211,748265,"0.0-12.0-1.24","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"90gm","561","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",213,750157,"0.0-12.0-1.25","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"90gm","1411","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",229,770716,"0.0-12.0-1.33","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"90gm","964","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",231,773026,"0.0-12.0-1.34","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","blueten.wav","blueten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"90gm","1496","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",235,777781,"0.0-12.0-1.36","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"90gm","718","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",237,779891,"0.0-12.0-1.37","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"90gm","3210","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",239,784523,"0.0-12.0-1.38","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","miete.wav","miete","miete_mitte","mitte","miete",1,"i/I","ns"
"90gm","1769","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",241,787975,"0.0-12.0-1.39","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"90gm","406","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",245,792361,"0.0-12.0-1.41","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"90gm","1856","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",247,795640,"0.0-12.0-1.42","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","miete.wav","miete","miete_mitte","mitte","miete",0,"i/I","ns"
"90gm","1343","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",257,809656,"0.0-12.0-1.47","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"90gm","760","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",261,813563,"0.0-12.0-1.49","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"90gm","1698","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",263,816918,"0.0-12.0-1.50","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"90gm","463","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",265,818702,"0.0-12.0-1.51","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"90gm","1163","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",267,821286,"0.0-12.0-1.52","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","miete.wav","miete","miete_mitte","mitte","miete",1,"i/I","ns"
"90gm","413","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",273,827713,"0.0-12.0-1.55","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","schief.wav","schief","schief_schiff","schief","schiff",1,"i/I","ns"
"90gm","916","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",275,830282,"0.0-12.0-1.56","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"90gm","1122","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",279,835233,"0.0-12.0-1.58","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","schief.wav","schief","schief_schiff","schief","schiff",1,"i/I","ns"
"90gm","777","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",285,841869,"0.0-12.0-1.61","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"90gm","474","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",287,843618,"0.0-12.0-1.62","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"90gm","176","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",289,845453,"0.0-12.0-1.63","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"90gm","638","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",293,849709,"0.0-12.0-1.65","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"90gm","1481","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",297,855012,"0.0-12.0-1.67","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"90gm","2169","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",299,858540,"0.0-12.0-1.68","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"90gm","696","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",301,860497,"0.0-12.0-1.69","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","tour.wav","tour","tuer_tour","tour","tuer",1,"y/u","ns"
"90gm","971","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",307,867391,"0.0-12.0-1.72","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"90gm","711","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",309,869371,"0.0-12.0-1.73","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"90gm","537","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",311,871456,"0.0-12.0-1.74","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"90gm","470","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",315,874942,"0.0-12.0-1.76","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"90gm","821","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",319,879922,"0.0-12.0-1.78","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"90gm","466","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",321,881778,"0.0-12.0-1.79","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"90gm","830","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",325,886120,"0.0-12.0-1.81","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","blueten.wav","blueten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"90gm","652","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",327,888412,"0.0-12.0-1.82","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"90gm","350","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",329,890431,"0.0-12.0-1.83","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"90gm","449","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",333,894640,"0.0-12.0-1.85","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"90gm","565","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",335,896755,"0.0-12.0-1.86","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","stiel.wav","stiel","still_stiel","still","stiel",1,"i/I","ns"
"90gm","1155","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",337,899176,"0.0-12.0-1.87","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","tour.wav","tour","tuer_tour","tour","tuer",1,"y/u","ns"
"90gm","932","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",339,901444,"0.0-12.0-1.88","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"90gm","2208","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",341,905018,"0.0-12.0-1.89","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","blueten.wav","blueten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"90gm","527","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",343,907186,"0.0-12.0-1.90","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"90gm","370","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",345,908890,"0.0-12.0-1.91","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"90gm","398","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",347,910839,"0.0-12.0-1.92","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"90gm","1187","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",349,913345,"0.0-12.0-1.93","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"90gm","1071","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",355,920581,"0.0-12.0-1.96","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"90gm","1947","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",357,923985,"0.0-12.0-1.97","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","still.wav","still","still_stiel","still","stiel",1,"i/I","ns"
"90gm","805","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",361,927935,"0.0-12.0-1.99","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"90gm","126","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",367,935104,"0.0-12.0-1.102","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"90gm","1232","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",373,941262,"0.0-12.0-1.105","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"90gm","1389","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",383,952336,"0.0-12.0-1.110","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"90gm","304","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",387,956663,"0.0-12.0-1.112","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"90gm","890","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",389,958807,"0.0-12.0-1.113","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","tour.wav","tour","tuer_tour","tour","tuer",1,"y/u","ns"
"90gm","406","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",391,960883,"0.0-12.0-1.114","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"90gm","440","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",393,962967,"0.0-12.0-1.115","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"90gm","1350","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",397,967636,"0.0-12.0-1.117","NULL","81","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","still.wav","still","still_stiel","still","stiel",1,"i/I","ns"
"90gm","159","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",399,969451,"0.0-12.0-1.118","NULL","80","Nein","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"91u3","1404.2999999523","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",164,877098,"0.0-12.0-1.1","NULL","80","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"91u3","1442.6000000238","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",166,879793,"0.0-12.0-1.2","NULL","81","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","tour.wav","tour","tuer_tour","tour","tuer",1,"y/u","ns"
"91u3","592.5","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",174,888062,"0.0-12.0-1.6","NULL","80","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","mitte.wav","mitte","miete_mitte","mitte","miete",0,"i/I","ns"
"91u3","618.60000002384","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",176,890028,"0.0-12.0-1.7","NULL","81","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"91u3","1463.8999999762","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",178,892752,"0.0-12.0-1.8","NULL","81","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","tour.wav","tour","tuer_tour","tour","tuer",1,"y/u","ns"
"91u3","289.79999995232","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",182,896816,"0.0-12.0-1.10","NULL","80","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"91u3","247","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",184,898586,"0.0-12.0-1.11","NULL","80","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"91u3","4018","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",186,903903,"0.0-12.0-1.12","NULL","81","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"91u3","2757.6000000238","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",192,919261,"0.0-12.0-1.15","NULL","80","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",0,"i/u","ns"
"91u3","2088.8999999762","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",194,922795,"0.0-12.0-1.16","NULL","81","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","still.wav","still","still_stiel","still","stiel",1,"i/I","ns"
"91u3","467.5","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",196,924500,"0.0-12.0-1.17","NULL","81","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"91u3","134.39999997616","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",200,928159,"0.0-12.0-1.19","NULL","80","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"91u3","339.60000002384","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",202,929740,"0.0-12.0-1.20","NULL","81","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"91u3","290.20000004768","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",204,931354,"0.0-12.0-1.21","NULL","80","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"91u3","2263.2999999523","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",212,940964,"0.0-12.0-1.25","NULL","81","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","tour.wav","tour","tuer_tour","tour","tuer",1,"y/u","ns"
"91u3","2005","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",216,946305,"0.0-12.0-1.27","NULL","81","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","still.wav","still","still_stiel","still","stiel",1,"i/I","ns"
"91u3","329.70000004768","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",218,947981,"0.0-12.0-1.28","NULL","80","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","blueten.wav","blueten","bluten_blueten","blueten","bluten",0,"y/u","ns"
"91u3","2865.1000000238","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",220,952147,"0.0-12.0-1.29","NULL","80","Nein","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
