"subject","rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","responses","key_press","group","native","AOL","LearnType1","LearnType2","LearnType3","LearnType4","LearnType5","LearnType6","which","AOA","timespent","audiostim","audiogiven","pic_choices","leftpic","rightpic","correct","vowelcontrast","lge"
"e3x7","4156","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",185,682122,"0.0-12.0-1.11","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","schief.wav","schief","schief_schiff","schief","schiff",0,"i/I","ns"
"e3x7","804","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",187,684552,"0.0-12.0-1.12","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"e3x7","NULL","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",193,697796,"0.0-12.0-1.15","NULL","NULL","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",0,"y/u","ns"
"e3x7","2400","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",195,701498,"0.0-12.0-1.16","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"e3x7","1075","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",197,703889,"0.0-12.0-1.17","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"e3x7","660","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",199,706178,"0.0-12.0-1.18","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"e3x7","1845","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",201,709267,"0.0-12.0-1.19","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","tour.wav","tour","tuer_tour","tour","tuer",0,"y/u","ns"
"e3x7","1586","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",203,712294,"0.0-12.0-1.20","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","still.wav","still","still_stiel","still","stiel",1,"i/I","ns"
"e3x7","1133","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",207,717147,"0.0-12.0-1.22","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","bluten.wav","bluten","bluten_blueten","blueten","bluten",0,"y/u","ns"
"e3x7","2703","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",215,728482,"0.0-12.0-1.26","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"e3x7","2295","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",219,735107,"0.0-12.0-1.28","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","still.wav","still","still_stiel","still","stiel",1,"i/I","ns"
"e3x7","2060","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",225,743859,"0.0-12.0-1.31","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"e3x7","3477","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",233,756516,"0.0-12.0-1.35","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","tour.wav","tour","tuer_tour","tour","tuer",1,"y/u","ns"
"e3x7","857","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",235,758913,"0.0-12.0-1.36","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"e3x7","3707","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",239,766127,"0.0-12.0-1.38","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","blueten.wav","blueten","bluten_blueten","blueten","bluten",0,"y/u","ns"
"e3x7","2308","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",243,771626,"0.0-12.0-1.40","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"e3x7","1357","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",245,774436,"0.0-12.0-1.41","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","miete.wav","miete","miete_mitte","mitte","miete",1,"i/I","ns"
"e3x7","2076","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",247,778162,"0.0-12.0-1.42","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"e3x7","2196","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",249,781892,"0.0-12.0-1.43","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"e3x7","2792","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",251,786307,"0.0-12.0-1.44","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"e3x7","2841","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",253,790676,"0.0-12.0-1.45","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","stiel.wav","stiel","still_stiel","still","stiel",1,"i/I","ns"
"e3x7","698","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",257,795510,"0.0-12.0-1.47","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"e3x7","1176","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",259,798055,"0.0-12.0-1.48","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"e3x7","1223","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",265,808249,"0.0-12.0-1.51","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"e3x7","2935","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",269,815640,"0.0-12.0-1.53","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",0,"y/u","ns"
"e3x7","1261","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",271,818145,"0.0-12.0-1.54","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"e3x7","615","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",275,822712,"0.0-12.0-1.56","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"e3x7","927","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",277,825288,"0.0-12.0-1.57","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"e3x7","1165","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",279,827800,"0.0-12.0-1.58","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","blueten.wav","blueten","bluten_blueten","blueten","bluten",0,"y/u","ns"
"e3x7","741","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",281,830175,"0.0-12.0-1.59","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"e3x7","1332","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",285,834852,"0.0-12.0-1.61","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"e3x7","1406","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",287,837575,"0.0-12.0-1.62","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"e3x7","853","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",295,849433,"0.0-12.0-1.66","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"e3x7","749","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",297,851432,"0.0-12.0-1.67","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"e3x7","1466","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",303,858267,"0.0-12.0-1.70","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","miete.wav","miete","miete_mitte","mitte","miete",1,"i/I","ns"
"e3x7","1191","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",305,860987,"0.0-12.0-1.71","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","stiel.wav","stiel","still_stiel","still","stiel",1,"i/I","ns"
"e3x7","635","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",307,862869,"0.0-12.0-1.72","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"e3x7","711","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",311,867160,"0.0-12.0-1.74","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"e3x7","144","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",313,868833,"0.0-12.0-1.75","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"e3x7","820","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",315,871402,"0.0-12.0-1.76","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"e3x7","3924","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",317,876573,"0.0-12.0-1.77","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","tour.wav","tour","tuer_tour","tour","tuer",0,"y/u","ns"
"e3x7","600","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",319,878542,"0.0-12.0-1.78","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"e3x7","917","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",323,883098,"0.0-12.0-1.80","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","blueten.wav","blueten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"e3x7","708","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",325,885396,"0.0-12.0-1.81","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","stiel.wav","stiel","still_stiel","still","stiel",1,"i/I","ns"
"e3x7","950","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",329,889749,"0.0-12.0-1.83","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","miete.wav","miete","miete_mitte","mitte","miete",1,"i/I","ns"
"e3x7","549","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",333,893865,"0.0-12.0-1.85","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"e3x7","2988","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",335,898161,"0.0-12.0-1.86","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"e3x7","1181","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",341,905514,"0.0-12.0-1.89","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","schiff.wav","schiff","schief_schiff","schief","schiff",0,"i/I","ns"
"e3x7","364","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",345,909898,"0.0-12.0-1.91","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"e3x7","700","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",349,915389,"0.0-12.0-1.93","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"e3x7","912","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",355,921627,"0.0-12.0-1.96","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"e3x7","274","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",359,925447,"0.0-12.0-1.98","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"e3x7","507","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",361,927352,"0.0-12.0-1.99","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"e3x7","742","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",363,929433,"0.0-12.0-1.100","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"e3x7","1176","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",367,934116,"0.0-12.0-1.102","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"e3x7","2617","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",371,940575,"0.0-12.0-1.104","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"e3x7","431","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",373,942659,"0.0-12.0-1.105","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"e3x7","837","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",381,951483,"0.0-12.0-1.109","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","still.wav","still","still_stiel","still","stiel",0,"i/I","ns"
"e3x7","785","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",383,953638,"0.0-12.0-1.110","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"e3x7","200","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",385,955468,"0.0-12.0-1.111","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"e3x7","506","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",389,959104,"0.0-12.0-1.113","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"e3x7","426","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",391,960779,"0.0-12.0-1.114","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"e3x7","598","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",393,962679,"0.0-12.0-1.115","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"e3x7","546","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",395,964544,"0.0-12.0-1.116","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"e3x7","306","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",397,966162,"0.0-12.0-1.117","NULL","81","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"e3x7","1152","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",399,968832,"0.0-12.0-1.118","NULL","80","Nein","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8","schief.wav","schief","schief_schiff","schief","schiff",0,"i/I","ns"
"fnoe","1766.6999999993","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",163,620518,"0.0-12.0-1.0","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","schief.wav","schief","schief_schiff","schief","schiff",0,"i/I","ns"
"fnoe","1564.1999999993","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",165,623323,"0.0-12.0-1.1","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"fnoe","918.09999999776","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",169,627733,"0.0-12.0-1.3","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"fnoe","2803.4000000022","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",173,634083,"0.0-12.0-1.5","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"fnoe","916.30000000075","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",179,642510,"0.0-12.0-1.8","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","tour.wav","tour","tuer_tour","tour","tuer",1,"y/u","ns"
"fnoe","950.80000000075","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",181,644763,"0.0-12.0-1.9","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"fnoe","863","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",185,649187,"0.0-12.0-1.11","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"fnoe","4233.3000000007","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",189,656899,"0.0-12.0-1.13","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"fnoe","1287.4000000022","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",193,663339,"0.0-12.0-1.15","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"fnoe","562.89999999851","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",197,670493,"0.0-12.0-1.17","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"fnoe","870.60000000149","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",199,672826,"0.0-12.0-1.18","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","schief.wav","schief","schief_schiff","schief","schiff",0,"i/I","ns"
"fnoe","2653.1999999993","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",201,676907,"0.0-12.0-1.19","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","still.wav","still","still_stiel","still","stiel",1,"i/I","ns"
"fnoe","971.80000000075","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",203,679210,"0.0-12.0-1.20","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"fnoe","646.69999999925","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",205,681189,"0.0-12.0-1.21","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"fnoe","1777.3999999985","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",207,684202,"0.0-12.0-1.22","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"fnoe","2175","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",209,687773,"0.0-12.0-1.23","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","miete.wav","miete","miete_mitte","mitte","miete",0,"i/I","ns"
"fnoe","1031.1999999993","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",211,690106,"0.0-12.0-1.24","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"fnoe","647.29999999702","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",213,692373,"0.0-12.0-1.25","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"fnoe","2693.0999999978","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",215,696578,"0.0-12.0-1.26","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
